,Source,Target,Weight
25086,cooks,pet,1
25087,dirt,lake,1
25088,teaching,riding,1
25089,hanging,Something,1
25090,pushes,drive,1
25091,according,score,1
25092,rise,scene,1
25093,clipping,kamal,1
25094,sitting,fight,1
25095,sprinkles,eggs,1
25096,meet,slicing,2
25097,getting,stick,2
25098,wrapped,roll,1
25099,meat,placing,17
25100,video,ride,1
25101,knife,ground,3
25102,dog,side,19
25103,rolls,cook,2
25104,wedding,wearing,1
25105,see,nails,1
25106,paws,walks,1
25107,hitch,ignores,1
25108,disturbed,does,1
25109,muddy,showing,1
25110,doing,fights,2
25111,learning,walk,1
25112,occur,are,1
25113,are,bouncing,15
25114,raise,face,1
25115,sleeping,tried,1
25116,added,rice,13
25117,karate,synchronized,1
25118,brown,headphones,1
25119,walking,chirps,1
25120,mud,splashing,4
25121,doing,dusting,1
25122,falls,skating,1
25123,did,slam,1
25124,legs,stands,1
25125,landed,ground,1
25126,keep,kicks,1
25127,finished,rubs,1
25128,tree,felled,1
25129,vacuum,is,38
25130,closed,moving,1
25131,kicking,kick,1
25132,dog,roaring,1
25133,like,chimpanzee,1
25134,is,refuses,1
25135,looks,eating,1
25136,crochet,couch,1
25137,girl,swat,2
25138,box,talk,1
25139,boat,using,1
25140,spins,look,1
25141,driven,get,1
25142,spaghetti,whipped,1
25143,cleaning,remove,1
25144,raw,thank,2
25145,cooked,sticked,1
25146,mouth,plate,1
25147,according,legs,1
25148,eggs,Put,1
25149,moving,setting,1
25150,starts,song,2
25151,hands,inch,1
25152,CUTTING,ARE,2
25153,boy,baskets,1
25154,prepares,chicken,1
25155,puts,bitten,2
25156,video,grow,1
25157,flesh,knife,4
25158,boy,screamed,2
25159,gotten,forget,1
25160,paws,disappears,1
25161,preforming,are,1
25162,curved,speed,1
25163,beach,takes,1
25164,see,dog,5
25165,is,card,71
25166,crying,kitten,5
25167,eggs,magic,1
25168,separate,stacking,1
25169,crying,bed,4
25170,banana,holding,2
25171,eating,duck,1
25172,bumped,rested,1
25173,forking,is,1
25174,demolishes,spike,1
25175,form,adding,1
25176,stone,pushing,1
25177,trying,taking,1
25178,andï,appreciate,1
25179,use,trying,4
25180,demonstrates,get,1
25181,kalyan,doing,1
25182,¿,cut,3
25183,forms,balls,2
25184,vegetables,garnishing,1
25185,putting,did,1
25186,bend,driving,1
25187,boxing,watch,1
25188,squeezing,rice,2
25189,practising,climbing,1
25190,chair,nodding,1
25191,heading,penguins,1
25192,punching,kicking,12
25193,grazing,pack,1
25194,have,sign,2
25195,sign,is,43
25196,dough,floured,6
25197,slide,rides,5
25198,is,Uncooked,2
25199,is,ctting,2
25200,cucumber,preparing,2
25201,rolls,feeds,1
25202,displaying,batting,1
25203,place,right,1
25204,type,is,12
25205,painting,good,1
25206,changes,runs,1
25207,girl,stirring,2
25208,enjoying,horseback,1
25209,slime,talking,3
25210,IS,THINK,1
25211,side,passing,1
25212,look,arranged,1
25213,placed,sleeps,1
25214,doing,skating,15
25215,pulling,horse,6
25216,trying,rocking,1
25217,banana,fat,2
25218,shown,attached,1
25219,save,shows,1
25220,dancing,sword,1
25221,bottom,peals,1
25222,stand,riding,1
25223,chewing,blooming,1
25224,flipped,fish,3
25225,trying,gestures,1
25226,firing,hands,2
25227,stabs,runs,1
25228,dog,leap,1
25229,like,rotating,1
25230,wrinkled,bite,1
25231,demo,show,7
25232,bearded,guitar,5
25233,boy,sketting,1
25234,»,tried,1
25235,falls,rolling,1
25236,riding,mas,1
25237,interrupting,practicing,1
25238,riding,stretch,1
25239,Preparing,amazing,1
25240,tires,get,1
25241,breaks,containing,1
25242,looking,look,1
25243,skin,make,2
25244,pygmy,talking,1
25245,strumming,standing,1
25246,skating,skates,1
25247,pole,pole,8
25248,used,nail,3
25249,bed,act,1
25250,snake,lake,1
25251,sticks,crawls,1
25252,proceeding,vegetables,1
25253,looking,sniffing,2
25254,panda,side,4
25255,dough,pouring,6
25256,melts,stew,1
25257,hitting,fielding,1
25258,was,are,1
25259,is,instructing,9
25260,girl,scissors,4
25261,potato,scraping,1
25262,blurt,Try,1
25263,gather,love,1
25264,ï,tried,1
25265,boy,rocking,2
25266,uses,shows,1
25267,sitting,cook,1
25268,working,looks,1
25269,stepping,bobbing,1
25270,was,bounced,1
25271,THE,DANCING,29
25272,stricking,is,1
25273,waiting,standing,1
25274,spitting,smiling,1
25275,talk,walk,2
25276,displaying,is,13
25277,filmed,be,1
25278,standing,pushed,2
25279,saying,showing,1
25280,following,horse,1
25281,play,having,2
25282,showing,magic,12
25283,featuring,girl,3
25284,king,walk,1
25285,prepare,teaching,2
25286,falling,slides,1
25287,rice,dumping,5
25288,is,mans,36
25289,sliced,placing,8
25290,frying,vegetables,11
25291,are,fishing,8
25292,was,i,2
25293,head,faces,1
25294,mean,editing,1
25295,skating,scraping,1
25296,boy,acts,2
25297,step,drags,1
25298,waving,get,3
25299,seated,closed,1
25300,make,meat,4
25301,make,gyroscope,2
25302,came,keep,1
25303,stirs,deep,1
25304,bearded,sings,1
25305,jumps,face,4
25306,were,added,2
25307,fleeing,is,2
25308,watching,herself,1
25309,poops,head,2
25310,wallaby,were,1
25311,kicking,talking,1
25312,cub,stands,1
25313,dog,stuffed,14
25314,pulling,swing,1
25315,egg,cup,1
25316,rock,side,1
25317,performing,background,2
25318,jumping,rolling,1
25319,running,throws,1
25320,dice,forgot,1
25321,pushes,logged,1
25322,cake,be,1
25323,sign,fell,6
25324,arranging,top,1
25325,open,retrieves,1
25326,paws,somersault,1
25327,waiting,go,1
25328,snake,gutting,1
25329,pole,trying,4
25330,waits,sets,1
25331,ride,hearing,1
25332,bicycle,baby,1
25333,ride,coming,1
25334,song,performing,10
25335,washes,sink,4
25336,walking,peeing,1
25337,moves,did,4
25338,kept,top,2
25339,left,guitar,1
25340,shot,moves,1
25341,starts,kitten,1
25342,end,fishing,3
25343,standing,filled,1
25344,tricks,play,2
25345,sign,riding,5
25346,watching,river,1
25347,rock,climbs,7
25348,river,railing,1
25349,try,animal,1
25350,rides,river,2
25351,hunting,leopard,1
25352,chop,dog,1
25353,fit,looking,1
25354,swimming,fish,23
25355,horse,shoots,14
25356,brown,containing,1
25357,concentrating,guitar,1
25358,yanks,dog,8
25359,running,washes,1
25360,swinging,jumping,1
25361,stop,chase,1
25362,chicken,placed,7
25363,kneeling,'s,1
25364,baby,make,1
25365,cucumber,Slicing,1
25366,horse,rolls,3
25367,roast,carving,1
25368,fishing,wear,1
25369,being,grated,3
25370,getting,iching,1
25371,dog,excited,2
25372,love,cook,2
25373,drops,adds,1
25374,knocks,bowling,1
25375,peeled,slicing,6
25376,magic,makes,1
25377,'s,ate,6
25378,pink,making,1
25379,boy,washing,2
25380,hands,turns,1
25381,Standing,is,1
25382,is,slugs,1
25383,be,pushing,1
25384,shoot,rounds,1
25385,rock,eating,3
25386,hands,change,1
25387,girl,bed,58
25388,beating,washes,1
25389,sounds,panda,1
25390,ten,is,2
25391,cup,running,1
25392,walking,muddy,4
25393,eyes,animal,1
25394,romp,baby,1
25395,throws,flower,1
25396,OF,¿,2
25397,bowl,type,2
25398,snake,attack,1
25399,girl,sang,12
25400,cracking,put,2
25401,covered,sand,3
25402,throwing,caught,2
25403,swimming,climb,1
25404,playing,seeing,3
25405,cooked,ate,1
25406,chopped,eggs,1
25407,flour,help,1
25408,strained,broccoli,1
25409,legs,ball,5
25410,samples,are,1
25411,start,get,2
25412,opening,cover,7
25413,exercise,training,1
25414,cut,Goodhousekeeping,1
25415,makeup,applied,12
25416,stirs,boiling,2
25417,jumped,barked,2
25418,cut,makes,1
25419,hitchhike,is,3
25420,make,added,2
25421,keeping,girl,1
25422,coming,'s,1
25423,chili,eating,3
25424,wag,chained,1
25425,cocking,chicken,2
25426,dancing,funny,10
25427,know,Do,1
25428,meat,poured,11
25429,body,pulling,2
25430,dancing,facing,3
25431,dumping,cooked,3
25432,puts,sits,1
25433,sauteed,stirring,1
25434,breads,saw,1
25435,Scrambled,is,2
25436,bowl,grates,2
25437,ring,skidded,1
25438,swims,body,1
25439,skills,cutting,7
25440,cleaning,intended,1
25441,sing,join,1
25442,hitting,jumping,2
25443,rock,lake,1
25444,is,diced,11
25445,fun,does,1
25446,song,superb,2
25447,performing,shotgun,1
25448,is,drenching,1
25449,soaks,cuts,1
25450,wagging,barks,1
25451,want,compare,1
25452,IS,COMING,8
25453,rolling,uses,1
25454,seat,enjoying,1
25455,cooking,start,1
25456,playing,sand,8
25457,has,stick,3
25458,cleaning,cute,1
25459,filled,runs,1
25460,makeup,explains,1
25461,Chopping,knife,11
25462,looking,feed,1
25463,show,presents,3
25464,trying,maintaining,1
25465,skin,scraped,1
25466,appears,magic,1
25467,i,practicing,1
25468,magic,appears,1
25469,fall,tosses,1
25470,separated,removed,1
25471,spread,egg,1
25472,march,penguins,1
25473,fired,rice,1
25474,melts,stick,1
25475,turns,singing,1
25476,pudding,stirring,4
25477,plates,boy,1
25478,oscillating,swing,2
25479,theyï,i,1
25480,has,playing,1
25481,leads,is,2
25482,pack,works,1
25483,sink,be,2
25484,potato,boy,2
25485,mushrooms,cooks,2
25486,using,washed,1
25487,trying,drive,2
25488,raw,sink,1
25489,high,trying,1
25490,leaves,chewing,1
25491,hiding,walking,2
25492,chops,rice,1
25493,pouring,measuring,7
25494,lie,¿,1
25495,Using,cuts,4
25496,meat,stirs,2
25497,hospital,being,8
25498,banging,runs,1
25499,is,saving,2
25500,dusting,pan,1
25501,slices,paring,1
25502,falls,building,1
25503,cycling,bicycle,3
25504,hill,rounds,1
25505,moving,type,2
25506,wrote,'s,1
25507,taken,is,11
25508,piece,side,2
25509,paints,girl,1
25510,attempts,pounce,1
25511,are,travelling,1
25512,watching,pouring,1
25513,shook,'s,2
25514,dog,tap,2
25515,playing,snake,5
25516,lazy,make,2
25517,travelling,be,1
25518,are,socializing,2
25519,be,raising,1
25520,walks,stops,2
25521,is,led,2
25522,aren'tï,die,1
25523,peeing,boat,6
25524,s,boat,1
25525,rolled,are,2
25526,legs,score,1
25527,Please,help,1
25528,cut,slicing,1
25529,building,meeting,1
25530,wrap,play,1
25531,enlarging,eyes,1
25532,sliced,grinded,1
25533,brown,moving,1
25534,seasoning,horse,1
25535,talking,squatting,1
25536,wirh,shooting,1
25537,dribbles,boy,1
25538,running,lengthwise,1
25539,pet,stick,2
25540,'s,tried,4
25541,working,child,3
25542,stroking,dog,1
25543,dialing,calling,1
25544,dodging,is,1
25545,horse,ios,1
25546,background,sounds,1
25547,cutting,are,35
25548,thinking,cute,1
25549,chicken,chopped,3
25550,pack,sled,2
25551,backing,looks,2
25552,spices,dough,1
25553,baby,hangs,5
25554,roll,dirt,1
25555,sliced,skin,1
25556,building,crashing,1
25557,picking,cup,1
25558,tree,herself,1
25559,wheel,child,1
25560,learning,cut,1
25561,sailed,leaned,1
25562,skewered,puts,2
25563,wins,fight,1
25564,waking,land,1
25565,measuring,add,2
25566,frying,fries,5
25567,rinsing,running,1
25568,riding,mounted,1
25569,mouse,offers,1
25570,legs,lying,5
25571,ball,were,7
25572,cucumber,remvoing,1
25573,upside,rope,1
25574,using,explain,1
25575,cooked,placing,2
25576,tearing,chicken,3
25577,seat,laughed,1
25578,strips,cuts,10
25579,heroine,are,3
25580,drew,boy,2
25581,standing,row,2
25582,animal,work,1
25583,putting,boiling,10
25584,make,flour,5
25585,blow,shooting,1
25586,roof,threw,1
25587,legs,legs,14
25588,kangaroo,is,85
25589,block,used,3
25590,washing,running,1
25591,hit,ship,2
25592,ball,celebrates,4
25593,makes,save,3
25594,pizza,mixing,1
25595,make,Demonstrating,1
25596,slide,performing,1
25597,brush,styling,1
25598,dough,slicing,2
25599,carried,girl,1
25600,give,stare,1
25601,shooting,enjoying,1
25602,COMING,IS,8
25603,close,tried,1
25604,attacks,flees,1
25605,approached,girl,3
25606,pet,tries,1
25607,fire,opening,1
25608,racing,girl,2
25609,guys,beat,1
25610,dirt,did,2
25611,dog,steps,12
25612,chase,is,8
25613,using,cuts,13
25614,child,dumps,1
25615,head,sand,13
25616,describing,keep,1
25617,rice,stiring,1
25618,is,named,6
25619,join,sing,1
25620,child,walk,3
25621,washing,slice,1
25622,throws,crosses,1
25623,is,sorting,4
25624,fills,leaning,1
25625,boy,pulling,1
25626,pole,tricks,1
25627,whith,playing,1
25628,stick,exit,2
25629,video,Loved,1
25630,treading,fallen,2
25631,fights,body,1
25632,»,means,2
25633,girl,'s,25
25634,keeps,tongue,1
25635,throws,free,1
25636,dance,poll,1
25637,walk,ground,1
25638,cuting,chicken,1
25639,piece,breads,3
25640,transferring,pan,2
25641,blows,cell,1
25642,drives,smoking,1
25643,serving,fish,2
25644,eat,fish,2
25645,places,chopped,1
25646,make,misses,1
25647,did,having,1
25648,gets,opens,1
25649,shadow,get,1
25650,mouth,shoving,1
25651,layer,meat,4
25652,get,child,7
25653,trots,panda,1
25654,attempts,tree,1
25655,skateboarding,act,1
25656,dancing,remain,1
25657,stretch,demonstrated,1
25658,puts,horse,1
25659,moves,shot,1
25660,help,legs,1
25661,looks,see,1
25662,boys,sang,1
25663,jumps,chair,1
25664,Please,play,1
25665,dough,made,1
25666,stuffed,holding,3
25667,girl,hugs,2
25668,given,rice,1
25669,hands,child,1
25670,chimpanzee,dog,16
25671,pet,show,1
25672,practicing,play,1
25673,loris,held,2
25674,is,conntaining,1
25675,peel,round,1
25676,blessed,making,1
25677,opening,get,1
25678,is,put,37
25679,cooked,cuts,1
25680,fistfighting,are,1
25681,is,cooing,4
25682,mving,is,1
25683,laying,hits,2
25684,opposite,seated,2
25685,hangs,jumps,1
25686,wackes,meat,1
25687,seated,sniffing,1
25688,n,cooking,1
25689,THE,WERE,1
25690,rise,continuing,1
25691,boys,splashed,2
25692,»,skills,1
25693,box,contains,1
25694,sways,gives,1
25695,i,slices,4
25696,is,plowing,5
25697,cleaning,dog,1
25698,holds,places,1
25699,frog,picked,1
25700,call,girl,4
25701,handles,animal,1
25702,background,baby,1
25703,plays,center,1
25704,pinched,'s,1
25705,brush,ends,1
25706,frying,using,3
25707,herbs,pulling,1
25708,serving,plates,2
25709,call,takes,2
25710,kitten,rope,5
25711,are,lips,1
25712,ice,animal,1
25713,panda,tries,2
25714,towards,box,3
25715,performs,chase,1
25716,attacked,child,1
25717,peeling,hard,3
25718,bits,rice,1
25719,decorated,slices,1
25720,box,like,1
25721,piece,bathing,1
25722,gets,backwards,1
25723,shot,scoring,1
25724,cricket,high,1
25725,aims,ground,1
25726,followed,is,2
25727,making,s,4
25728,turns,twirling,1
25729,going,skey,1
25730,theï,mind,1
25731,sideways,tires,1
25732,pounds,is,1
25733,fire,beef,1
25734,cover,turns,1
25735,is,inserted,2
25736,running,brown,2
25737,upside,slides,1
25738,pacing,is,8
25739,are,pretending,2
25740,skin,cook,1
25741,sink,wet,1
25742,leaning,petrol,1
25743,display,are,1
25744,boy,flashes,1
25745,live,beheading,1
25746,moved,called,1
25747,used,like,1
25748,dirt,lands,1
25749,places,turns,3
25750,child,enjoys,2
25751,bat,are,2
25752,demonstrates,peeling,2
25753,marinated,fries,1
25754,balancing,driving,1
25755,using,color,2
25756,using,towards,1
25757,sushi,cutting,4
25758,lands,landing,2
25759,interesting,rice,1
25760,begin,guys,1
25761,types,keyboard,7
25762,pour,pasta,1
25763,whenï,ï,1
25764,broccoli,baby,1
25765,hair,opens,1
25766,threw,knives,4
25767,face,skate,3
25768,rides,show,5
25769,ground,stand,1
25770,flip,eggs,2
25771,slices,begins,1
25772,broccoli,cutting,40
25773,show,ready,2
25774,swinging,chair,1
25775,panda,stick,10
25776,fighting,moves,4
25777,shopping,entered,1
25778,cuts,fat,6
25779,scraped,raw,1
25780,bacon,cuting,1
25781,have,makeup,1
25782,is,correcting,1
25783,juices,cup,1
25784,rotates,body,2
25785,are,entertaining,2
25786,poodle,cut,1
25787,dusted,is,1
25788,splashing,dog,1
25789,observes,taught,1
25790,eyed,is,1
25791,cooking,rice,36
25792,Fighting,are,1
25793,look,aresong,1
25794,sun,comes,1
25795,using,land,1
25796,'s,playing,44
25797,tilling,is,17
25798,like,adds,1
25799,gets,boy,16
25800,has,done,1
25801,wearing,wobbling,1
25802,decorated,wearing,1
25803,clmbing,is,1
25804,fires,surrounding,1
25805,potato,puncturing,1
25806,bathing,wrestle,1
25807,is,solve,1
25808,swimming,bathing,1
25809,smiling,chained,2
25810,egg,tosses,1
25811,fries,preparing,2
25812,unfolds,dancing,1
25813,appears,bottom,2
25814,laptop,placed,1
25815,comes,lands,1
25816,mincing,be,1
25817,closing,open,1
25818,meets,n,2
25819,catches,dog,10
25820,»,blurt,1
25821,standing,bends,1
25822,beaten,are,5
25823,tree,top,1
25824,girl,floating,2
25825,bat,opposite,1
25826,hanging,'s,3
25827,knocked,sitting,1
25828,pickle,cuts,1
25829,loris,staring,1
25830,windows,is,10
25831,separate,using,1
25832,floating,cup,1
25833,frolicking,sitting,1
25834,intended,scratches,1
25835,sliced,flesh,1
25836,breaks,stone,2
25837,watches,burn,1
25838,Animated,moving,1
25839,makes,knife,2
25840,skin,swallowing,1
25841,stands,flips,1
25842,weird,eyes,1
25843,free,scoring,1
25844,hard,ice,1
25845,is,shapes,7
25846,fire,start,4
25847,punding,cooke,1
25848,top,holding,3
25849,whoï,understand,1
25850,gets,be,1
25851,card,looking,1
25852,applying,'s,2
25853,following,running,1
25854,skateboarded,boy,1
25855,pulls,comes,3
25856,lake,watched,1
25857,circles,dog,1
25858,scoops,child,1
25859,was,falls,1
25860,coating,baking,1
25861,wheel,turns,1
25862,sitting,hard,1
25863,climb,manages,2
25864,doing,riding,23
25865,flower,sprinkling,2
25866,being,quail,2
25867,beam,slips,2
25868,holding,rocking,3
25869,being,questioned,1
25870,fall,steps,1
25871,box,close,8
25872,peeing,standing,2
25873,sitting,keeping,1
25874,box,circled,1
25875,fast,vegetables,1
25876,bicycle,doing,33
25877,noodles,boils,2
25878,braided,wet,2
25879,slits,banana,1
25880,fought,skateboarding,1
25881,shifted,being,1
25882,scare,try,1
25883,boy,dinner,6
25884,stood,show,1
25885,towards,drawn,1
25886,handed,left,2
25887,lifted,wheel,1
25888,india,is,1
25889,seaweed,wraps,3
25890,funny,pickup,1
25891,side,bowl,2
25892,hugging,kissing,14
25893,slicing,fries,4
25894,o,was,1
25895,runs,train,4
25896,video,sea,1
25897,come,gestures,1
25898,i,be,1
25899,wrapped,squeezes,1
25900,horse,scene,1
25901,chat,sit,1
25902,touching,frog,4
25903,kicks,practicing,1
25904,muddy,speeding,1
25905,is,hospitalize,2
25906,seasoning,beans,4
25907,cover,removing,5
25908,putting,tied,1
25909,leaning,smoking,1
25910,hugged,petted,1
25911,playing,Marching,1
25912,boiled,knife,2
25913,watching,child,9
25914,compare,Iam,1
25915,try,box,1
25916,reparing,boiled,1
25917,talking,simulate,1
25918,bites,loris,1
25919,background,are,14
25920,runs,horse,4
25921,piece,unwraps,1
25922,displaying,has,1
25923,are,wearing,12
25924,head,running,11
25925,does,hair,3
25926,opening,opposite,1
25927,captured,failing,1
25928,boy,pours,3
25929,broke,top,2
25930,crossing,is,17
25931,do,uses,1
25932,ate,like,2
25933,bowl,stew,2
25934,tree,Chopping,1
25935,hill,are,8
25936,are,arranging,1
25937,dancing,lake,2
25938,work,girl,3
25939,riddled,holes,1
25940,ball,dribble,2
25941,pan,grading,1
25942,'s,puring,1
25943,dance,land,1
25944,skate,displaying,1
25945,POURING,THE,7
25946,ground,touching,1
25947,rubbed,animal,1
25948,ringing,s,1
25949,floats,girl,1
25950,beside,fed,1
25951,pretending,cry,1
25952,are,unfolds,1
25953,Love,achive,1
25954,legs,help,1
25955,marinade,wrapping,1
25956,Sliced,sprinkled,1
25957,editing,was,1
25958,mewed,bed,1
25959,are,going,33
25960,being,fed,23
25961,cocks,enclosed,1
25962,onstage,pops,1
25963,mewed,kitten,1
25964,exit,is,1
25965,shooting,target,42
25966,staring,dog,4
25967,gets,shot,6
25968,breaded,put,1
25969,rises,hits,1
25970,boy,staring,1
25971,beating,putting,1
25972,sitting,knocks,1
25973,resembles,theï,2
25974,tips,describing,1
25975,Try,put,1
25976,put,cool,2
25977,perform,using,1
25978,ride,takes,2
25979,served,pan,1
25980,fetch,playing,1
25981,catches,box,1
25982,enjoy,riding,2
25983,animated,riding,4
25984,wrapped,meat,1
25985,shotgun,dressed,1
25986,was,used,1
25987,left,river,1
25988,reeling,is,1
25989,doing,trying,1
25990,start,editing,1
25991,see,welcome,1
25992,playing,focused,1
25993,drinking,got,1
25994,cocking,bread,1
25995,circles,boy,7
25996,be,baby,6
25997,fitted,lens,1
25998,banana,mouth,2
25999,climbing,get,1
26000,'s,styling,5
26001,cub,plays,3
26002,ripping,is,4
26003,split,spooning,1
26004,cucumber,heard,1
26005,piece,reading,5
26006,shrimp,cover,1
26007,singing,swimming,1
26008,containing,chopped,4
26009,rolls,is,1
26010,flushing,leading,1
26011,turn,curved,1
26012,girl,met,2
26013,dough,unrolls,1
26014,exercising,raising,1
26015,pretending,dolls,2
26016,dancing,forming,2
26017,sprinkling,flour,5
26018,written,is,1
26019,jalapeno,adds,2
26020,be,sword,1
26021,prances,seated,1
26022,head,shitting,1
26023,ring,sliding,1
26024,catching,bed,1
26025,crumbs,eating,1
26026,guides,eyes,1
26027,mouth,loris,3
26028,runs,genuflecting,1
26029,dog,brushing,13
26030,is,packed,1
26031,putting,sword,1
26032,broccoli,stirring,1
26033,justï,give,1
26034,pulled,pulled,4
26035,kicks,keep,1
26036,be,see,1
26037,touches,standing,1
26038,makes,shrimp,2
26039,backs,skating,1
26040,paw,dining,1
26041,makeup,dabs,1
26042,like,dress,1
26043,dog,splashes,1
26044,wet,covered,1
26045,applies,shaving,3
26046,Backing,bed,1
26047,carpeted,is,4
26048,pink,took,1
26049,get,dress,1
26050,trying,bite,10
26051,hugging,couch,2
26052,boy,telling,2
26053,dance,baby,7
26054,child,dolls,1
26055,corner,ran,1
26056,photography,is,5
26057,do,dont,1
26058,cutting,corner,1
26059,rice,placing,4
26060,horse,shown,1
26061,sauce,adding,22
26062,breeding,form,1
26063,lake,holding,1
26064,head,paw,4
26065,is,hit,55
26066,scooping,insides,2
26067,paw,dipping,1
26068,closed,face,1
26069,»,saw,1
26070,skateboards,falls,1
26071,are,pushing,47
26072,head,drops,1
26073,skate,skate,4
26074,tinned,drinking,1
26075,park,walk,1
26076,pets,baby,2
26077,petrol,leaning,1
26078,cut,kitten,1
26079,squatting,girl,1
26080,dance,video,7
26081,stretching,girl,1
26082,good,r,1
26083,bangs,arguing,1
26084,pulls,pinches,1
26085,brown,are,2
26086,kiss,baby,1
26087,like,watch,1
26088,piece,bacon,6
26089,being,wine,2
26090,did,putting,1
26091,using,shooting,3
26092,girl,drink,6
26093,taking,video,1
26094,pan,tap,4
26095,raised,plays,1
26096,stove,pours,3
26097,pull,catch,1
26098,pooring,bowl,1
26099,talking,taking,1
26100,care,tied,1
26101,being,hill,3
26102,is,transporting,2
26103,being,putting,1
26104,turns,skiding,1
26105,breaded,piece,1
26106,shot,succeeds,1
26107,fixing,bed,1
26108,mixing,cup,4
26109,sauce,side,2
26110,is,swoops,1
26111,pounces,shoe,1
26112,COMING,THE,8
26113,splashing,girl,1
26114,lifts,standing,1
26115,adds,grates,1
26116,dirty,dog,1
26117,teaching,make,21
26118,braking,eggs,1
26119,knocked,side,1
26120,jumping,mud,1
26121,is,shape,22
26122,using,dicing,6
26123,cutting,bow,1
26124,removes,eggs,4
26125,scissors,cuts,17
26126,tried,had,1
26127,standing,dress,2
26128,Do,singing,1
26129,show,boiled,1
26130,asks,is,3
26131,riding,bicycle,280
26132,child,sang,1
26133,fighting,corner,1
26134,cake,sliced,9
26135,is,bundles,1
26136,have,like,3
26137,face,pushing,1
26138,wrapping,leaf,2
26139,tree,climbed,2
26140,ends,cutting,1
26141,molding,flour,1
26142,dances,child,5
26143,top,chops,4
26144,dog,got,1
26145,girl,was,10
26146,falling,head,2
26147,'s,post,1
26148,chopping,dress,1
26149,side,head,7
26150,flying,jumping,2
26151,scrapes,elongated,1
26152,riding,is,2055
26153,baby,taught,1
26154,'s,barking,2
26155,potato,drops,1
26156,eating,conversing,1
26157,crushing,skin,1
26158,go,prepares,1
26159,hits,mans,3
26160,saddle,is,2
26161,retards.so,like,1
26162,bed,skateboarding,1
26163,showering,gets,1
26164,pan,sifting,1
26165,snake,dangles,1
26166,horseback,refuses,1
26167,sat,crocheted,2
26168,building,leaps,2
26169,boat,skiing,1
26170,flour,unrolling,1
26171,uses,mouse,1
26172,take,scoots,1
26173,is,busting,1
26174,pours,sauce,49
26175,run,hits,5
26176,have,be,7
26177,dumps,walks,1
26178,beating,rock,4
26179,chasing,jumping,3
26180,'s,shrimp,5
26181,dance,circles,1
26182,are,puts,2
26183,breading,chops,1
26184,poured,bottle,1
26185,get,cooking,1
26186,is,flaying,1
26187,make,broccoli,5
26188,was,smoking,1
26189,s,traveling,1
26190,attempt,contains,1
26191,point,girl,1
26192,using,carrot,10
26193,piece,like,4
26194,boy,asks,2
26195,accident,held,1
26196,hands,seeds,1
26197,felisidades,logrando,1
26198,girl,walks,3
26199,pedling,is,1
26200,dives,sea,1
26201,type,are,4
26202,rice,give,1
26203,sits,drivers,1
26204,breaking,ice,7
26205,block,entering,1
26206,like,head,2
26207,cubes,ice,2
26208,baby,crawls,9
26209,boy,blowing,1
26210,tiger,ball,41
26211,causes,continues,1
26212,are,guitars,28
26213,making,be,1
26214,dog,dressed,5
26215,driving,remote,6
26216,potato,been,1
26217,loris,sitting,1
26218,dog,following,2
26219,hanging,cutting,1
26220,open,fish,19
26221,spending,is,1
26222,stretched,portrayed,1
26223,showing,cook,17
26224,cuts,lengthwise,7
26225,bowl,breaking,19
26226,fro,rope,1
26227,pours,cloth,1
26228,ball,pitched,2
26229,walking,rope,36
26230,meat,brushes,2
26231,cooke,punding,1
26232,stuff,head,2
26233,hit,used,3
26234,jumps,falling,1
26235,make,skin,2
26236,holding,sings,1
26237,left,box,1
26238,ios,horse,1
26239,cuddling,are,3
26240,beach,fights,1
26241,keyboard,onstage,1
26242,use,skills,1
26243,cooks,lazy,1
26244,Lear,banana,1
26245,dancing,sees,1
26246,scaring,stood,1
26247,'s,broke,1
26248,left,slumped,1
26249,'Blinding,played,1
26250,places,meat,8
26251,revolving,act,1
26252,dribble,was,1
26253,pecks,comes,1
26254,looking,hit,1
26255,dance,performing,55
26256,stares,turns,3
26257,feed,using,3
26258,parked,jumps,1
26259,knife,meat,39
26260,beach,girl,34
26261,sprinkling,sake,2
26262,cut,raw,5
26263,headset,speaking,2
26264,caughing,fish,2
26265,face,headed,1
26266,walking,high,6
26267,riding,headphones,1
26268,hits,slides,1
26269,taking,get,1
26270,type,duck,1
26271,shrimp,inserting,2
26272,played,bed,4
26273,uses,cooking,1
26274,breaks,are,1
26275,sitting,peddling,1
26276,saved,trains,1
26277,baby,living,3
26278,THE,ROTATING,3
26279,screaming,sitting,2
26280,sprinkle,is,2
26281,chili,bowl,31
26282,bowl,plate,2
26283,get,jump,1
26284,is,nail,13
26285,are,stirred,1
26286,was,omelet,1
26287,esting,was,1
26288,looking,river,1
26289,steamed,bowl,2
26290,funny,make,3
26291,asks,recording,1
26292,leaps,flips,1
26293,girl,preparing,10
26294,living,land,1
26295,has,wake,1
26296,potato,quarters,4
26297,rocking,sings,1
26298,cloth,sitting,1
26299,pizza,describing,1
26300,plays,shopping,1
26301,guitar,play,18
26302,wrap,prepared,1
26303,decorating,eyes,1
26304,split,buttered,1
26305,pours,beans,2
26306,spinning,thrown,1
26307,meat,bread,5
26308,smiles,laughs,1
26309,gesturing,eachother,1
26310,deep,drip,1
26311,hangs,girl,3
26312,backwards,driving,8
26313,chair,showing,1
26314,scrambles,removes,1
