,Unnamed: 0,Source,Target,Weight
64275,64275,dog,legs,33
64300,64300,PLAYING,THE,35
64320,64320,standing,is,321
64436,64436,person,stove,36
64469,64469,woman,motorcycle,76
64520,64520,woman,peeling,321
64539,64539,are,motorcycle,45
64667,64667,escalator,man,34
64732,64732,are,grass,37
64802,64802,animal,is,362
64879,64879,is,catching,72
64927,64927,water,pot,104
65114,65114,person,finger,42
65255,65255,is,using,413
65360,65360,is,arm,35
65444,65444,placing,man,48
65527,65527,couch,is,68
65620,65620,food,bowl,52
65806,65806,is,shot,58
65810,65810,man,play,54
66012,66012,cute,is,68
66145,66145,eating,girl,56
66179,66179,makeup,face,41
66181,66181,writing,woman,44
66230,66230,inside,is,113
66319,66319,her,is,951
66384,66384,person,riding,158
66386,66386,vacuuming,is,33
66439,66439,dancing,baby,87
66457,66457,cucumber,man,92
66595,66595,wall,climbing,72
66621,66621,bike,man,393
66771,66771,men,boxing,55
66804,66804,is,cleaning,302
66822,66822,tearing,paper,40
66872,66872,woman,bowl,362
66900,66900,fingers,is,42
67047,67047,asleep,falling,45
67138,67138,walking,grass,66
67223,67223,leaf,is,50
67413,67413,is,loaf,55
67421,67421,baby,mother,56
67452,67452,man,chopped,34
67665,67665,dancing,together,33
67675,67675,man,butter,135
67688,67688,face,makeup,41
67749,67749,piece,Someone,79
67763,67763,bowl,cat,39
67794,67794,is,kid,207
67825,67825,woman,raw,40
67924,67924,IS,PLAYING,178
67944,67944,is,vacuum,38
67956,67956,man,plate,99
67964,67964,riding,man,1171
67977,67977,paper,paper,42
68059,68059,bear,is,157
68351,68351,knife,onion,64
68404,68404,show,is,50
68421,68421,hair,brushing,56
68487,68487,funny,video,36
68603,68603,being,driven,37
68692,68692,is,onion,662
68821,68821,man,mixture,36
68890,68890,axe,tree,32
69001,69001,yoga,man,38
69012,69012,push,is,34
69302,69302,is,race,34
69395,69395,puppies,are,79
69512,69512,cat,cat,256
69582,69582,toy,car,49
69586,69586,man,liquid,105
69612,69612,is,octopus,35
69721,69721,dancing,person,32
69891,69891,is,seated,106
69894,69894,are,People,404
69916,69916,is,plants,36
69946,69946,guitar,sitting,46
69949,69949,catch,trying,44
70010,70010,person,egg,35
70197,70197,woods,man,74
70216,70216,man,hanging,33
70227,70227,playing,monkey,44
70312,70312,man,rides,152
70387,70387,knife,person,142
70414,70414,takes,off,47
70488,70488,are,road,91
70524,70524,beach,are,89
70529,70529,toilet,cat,44
70551,70551,group,girls,40
70597,70597,man,dance,63
70639,70639,is,watching,181
70643,70643,picking,man,31
70673,70673,firing,man,112
70708,70708,man,keyboard,126
70788,70788,is,bird,164
70812,70812,man,river,33
70859,70859,woman,eating,102
70880,70880,pizza,eating,41
70944,70944,man,violin,77
70961,70961,chili,is,73
71005,71005,bowling,man,36
71040,71040,woman,'s,192
71063,71063,dog,runs,81
71103,71103,are,practicing,33
71112,71112,eating,watermelon,43
71222,71222,ball,dog,202
71315,71315,dog,snow,33
71317,71317,cat,paws,76
71388,71388,face,her,108
71390,71390,is,grill,40
71468,71468,paper,scissors,55
71496,71496,cycle,man,54
71514,71514,vegetable,person,31
71525,71525,field,across,49
71561,71561,cooking,pan,86
71573,71573,meat,slicing,118
71622,71622,woman,skin,50
71662,71662,make,woman,52
71713,71713,slicing,chef,86
71807,71807,rolling,dough,86
71852,71852,person,taking,37
72072,72072,man,rain,62
72116,72116,is,pitcher,49
72228,72228,are,making,66
72236,72236,pig,guinea,31
72357,72357,pineapple,man,39
72378,72378,man,someone,48
72479,72479,is,football,82
72510,72510,man,does,107
72542,72542,plays,man,336
72634,72634,man,cliff,38
72647,72647,lifting,is,248
72667,72667,riding,street,36
72678,72678,boy,jumping,33
72763,72763,pasta,pouring,31
72787,72787,pan,puts,31
73038,73038,news,man,44
73062,73062,playing,tennis,37
73063,73063,house,is,74
73084,73084,making,girl,61
73149,73149,dirt,is,53
73154,73154,is,beef,78
73214,73214,man,stirring,103
73259,73259,bag,head,31
73483,73483,keyboard,man,126
73497,73497,men,car,65
73759,73759,music,person,45
73772,73772,cliff,man,38
73827,73827,horse,are,52
73872,73872,inside,cat,56
73928,73928,water,are,130
74033,74033,Someone,horse,47
74054,74054,woman,milk,45
74059,74059,woman,bath,41
74062,74062,cubs,are,41
74099,74099,man,piano,274
74103,74103,cuts,pieces,32
74113,74113,weights,lifting,99
74202,74202,playing,dog,465
74311,74311,slide,down,81
74434,74434,while,sitting,59
74446,74446,down,laying,33
74550,74550,is,house,74
74558,74558,man,eggs,81
74564,74564,fishing,is,63
74568,74568,people,car,33
74592,74592,dance,women,53
74657,74657,across,woman,36
74660,74660,like,man,40
74743,74743,baby,walking,88
74762,74762,writing,is,127
74772,74772,garlic,woman,142
74844,74844,fat,off,53
74862,74862,man,side,57
74877,74877,fighting,women,31
75016,75016,boiling,is,118
75057,75057,running,field,40
75144,75144,doing,exercises,41
75183,75183,are,woods,43
75266,75266,skipping,is,35
75284,75284,car,road,141
75300,75300,hair,is,293
75385,75385,ice,man,88
75391,75391,person,folding,45
75573,75573,potato,Someone,54
75576,75576,is,carrots,147
75736,75736,camera,man,111
75794,75794,food,preparing,99
75805,75805,is,snow,113
75852,75852,cat,doing,45
75999,75999,are,couple,96
76005,76005,sauce,pasta,44
76101,76101,kids,playing,58
76108,76108,is,side,118
76111,76111,makeup,woman,139
76161,76161,playing,puppy,134
76243,76243,is,onions,224
76619,76619,pot,pours,65
76848,76848,baby,water,32
76874,76874,diving,board,41
76903,76903,off,back,34
76906,76906,cut,pieces,40
77103,77103,chopping,pieces,31
77196,77196,paper,plate,69
77308,77308,bike,woman,54
77334,77334,are,Elephants,42
77346,77346,MAN,IS,445
77512,77512,Kids,are,67
77570,77570,Someone,seasoning,36
77589,77589,shooting,woman,47
77641,77641,Someone,rice,64
77653,77653,women,playing,35
77669,77669,man,pasta,120
77708,77708,water,swimming,82
77747,77747,'s,biting,33
77864,77864,is,watermelon,103
78019,78019,loaf,man,64
78043,78043,skateboarding,is,39
78134,78134,forest,walking,39
78152,78152,microwave,man,59
78240,78240,slicing,man,676
78298,78298,is,airplane,56
78315,78315,anyone,is,56
78385,78385,man,hammer,69
78400,78400,doing,sort,39
78453,78453,water,lady,49
78456,78456,water,diving,36
78504,78504,lion,is,136
78637,78637,hair,woman,165
78709,78709,shot,is,58
78743,78743,guy,riding,43
78796,78796,chain,is,33
78857,78857,walk,man,42
78906,78906,men,beach,37
79007,79007,shooting,guns,41
79035,79035,paper,cutting,174
79084,79084,beach,men,37
79142,79142,garlic,slicing,33
79162,79162,are,woman,735
79177,79177,baby,laughing,182
79228,79228,is,shaving,32
79231,79231,horses,riding,74
79428,79428,across,are,35
79741,79741,is,bowling,37
79829,79829,is,wallaby,39
79868,79868,man,ride,86
79906,79906,liquid,woman,40
79982,79982,woman,off,146
80031,80031,pot,putting,32
80063,80063,her,hand,38
80086,80086,man,lawn,40
80248,80248,stirring,woman,51
80467,80467,man,singing,528
80594,80594,running,boy,73
80604,80604,officer,police,40
80626,80626,woman,chops,47
80912,80912,carrying,man,108
80921,80921,dough,person,42
80992,80992,girl,are,55
80996,80996,paper,cut,32
81009,81009,dressed,is,33
81027,81027,practicing,is,48
81157,81157,stage,is,291
81177,81177,backwards,man,33
81243,81243,outside,man,81
81245,81245,mirror,baby,36
81273,81273,playing,guy,106
81389,81389,coffee,sugar,31
81491,81491,forest,man,52
81530,81530,across,man,98
81547,81547,man,pulling,36
81596,81596,hedgehog,is,86
81612,81612,rolling,woman,34
81650,81650,are,something,38
81741,81741,IS,CUTTING,114
81832,81832,woman,cleaning,41
81881,81881,make,man,120
81942,81942,ball,kick,42
81978,81978,sauce,poured,40
82038,82038,basket,man,51
82139,82139,animals,are,69
82140,82140,is,ups,39
82166,82166,cricket,ball,32
82207,82207,man,jumped,42
82324,82324,eggs,pan,50
82491,82491,river,man,33
82521,82521,girls,dancing,186
82633,82633,food,women,48
82678,82678,reflection,mirror,33
82688,82688,hand,her,38
82834,82834,hitting,man,91
82900,82900,people,dance,34
82944,82944,is,puppet,49
83163,83163,ingredients,is,182
83169,83169,'s,mouth,37
83182,83182,garlic,is,261
83251,83251,water,dog,218
83368,83368,cat,something,39
83397,83397,girl,hair,155
83592,83592,is,eggs,344
83700,83700,pan,sauce,41
83740,83740,riding,motorcycle,236
83970,83970,her,brushing,49
84080,84080,falling,man,104
84221,84221,is,wooden,84
84249,84249,pepper,man,36
84309,84309,hands,holding,36
84318,84318,is,while,390
84593,84593,bowl,mixing,161
84684,84684,is,fishing,63
84685,84685,refrigerator,is,38
84710,84710,walking,people,32
84762,84762,is,kitchen,54
84801,84801,slicing,fish,39
84828,84828,man,concrete,42
84888,84888,talking,is,810
84957,84957,Someone,pan,111
85050,85050,food,are,88
85134,85134,teacher,is,32
85141,85141,girl,piano,35
85222,85222,seasoning,meat,31
85295,85295,rice,cooking,36
85299,85299,man,placing,48
85362,85362,person,paper,173
85379,85379,man,phone,186
85466,85466,putting,man,300
85729,85729,seated,man,72
85769,85769,is,pan,619
85923,85923,writing,man,40
86080,86080,is,badger,39
86097,86097,is,vegetable,217
86104,86104,woman,cracks,47
86106,86106,cooking,eggs,52
86220,86220,peels,woman,54
86298,86298,magic,man,41
86355,86355,grass,man,59
86429,86429,boat,woman,63
86445,86445,group,women,42
86555,86555,her,walking,35
86665,86665,playing,singing,405
86759,86759,plays,flute,67
86877,86877,people,group,175
87071,87071,pouring,pasta,31
87092,87092,instruments,playing,39
87144,87144,woman,bed,45
87196,87196,dogs,is,84
87204,87204,is,game,83
87221,87221,player,baseball,32
87403,87403,cat,sitting,45
87424,87424,exercising,man,65
87464,87464,boy,ball,133
87507,87507,lot,is,37
87761,87761,man,package,49
87926,87926,are,bike,38
87927,87927,man,wearing,57
87969,87969,guitar,guy,57
88102,88102,shooting,gun,226
88138,88138,woman,fish,123
88202,88202,dish,woman,37
88232,88232,are,riding,315
88257,88257,cell,talking,39
88286,88286,cutting,half,35
88302,88302,riding,Someone,73
88361,88361,puppy,is,302
88402,88402,food,Someone,34
88403,88403,is,¿,46
88406,88406,trunk,elephant,32
88429,88429,river,is,49
88473,88473,potato,peeling,225
88530,88530,men,group,122
88629,88629,slice,is,81
88735,88735,cycle,is,77
88742,88742,rice,pan,91
88830,88830,curry,is,41
88942,88942,bubble,is,78
88948,88948,playing,keyboards,31
88979,88979,boy,baby,36
89015,89015,her,fingers,35
89039,89039,back,off,34
89045,89045,putting,meat,37
89056,89056,lifting,weights,99
89143,89143,gun,man,336
89272,89272,girl,eating,56
89300,89300,hits,man,61
89330,89330,riding,woman,586
89463,89463,walking,treadmill,39
89586,89586,smiling,is,65
89610,89610,chicken,cutting,67
89711,89711,man,hose,53
89715,89715,man,breaks,40
89783,89783,soccer,man,95
89800,89800,did,man,53
89825,89825,chair,baby,65
89837,89837,loris,eating,44
89874,89874,guy,playing,106
89997,89997,feet,playing,36
90058,90058,plastic,container,78
90082,90082,cupcake,eating,37
90122,90122,board,is,181
90212,90212,cucumber,is,173
90278,90278,adds,woman,42
90361,90361,paper,piece,170
90556,90556,across,field,49
90560,90560,face,'s,44
90581,90581,man,potatoes,106
90624,90624,hair,girl,155
90671,90671,peeling,person,101
90703,90703,onion,Someone,86
90705,90705,horse,woman,470
90717,90717,skillet,woman,72
90728,90728,guitar,man,1609
90789,90789,card,is,71
90905,90905,placed,is,58
90908,90908,kicking,soccer,57
90938,90938,performing,man,130
91203,91203,typing,keyboard,57
91245,91245,stunts,is,82
91340,91340,woman,make,52
91389,91389,woman,onions,99
91427,91427,running,ball,35
91469,91469,cow,grass,70
91522,91522,down,ball,50
91548,91548,girl,skating,40
91552,91552,lady,off,39
91726,91726,trunk,is,31
91807,91807,is,beach,153
91829,91829,coconut,is,31
91892,91892,man,cup,45
91894,91894,playing,baseball,38
91924,91924,flowers,man,36
91998,91998,dance,woman,32
92015,92015,boy,girl,147
92064,92064,sliced,being,65
92112,92112,horse,walking,53
92134,92134,woman,sitting,81
92161,92161,crashes,car,31
92261,92261,movie,clip,42
92368,92368,man,makes,53
92387,92387,man,talking,568
92420,92420,train,is,110
92577,92577,ran,man,43
92621,92621,eat,is,57
92664,92664,walking,boy,49
92992,92992,onions,cutting,40
93055,93055,woman,cooked,37
93282,93282,car,is,838
93347,93347,reading,book,32
93495,93495,inside,box,35
93511,93511,baseball,is,35
93545,93545,walks,down,38
93650,93650,cutting,bread,50
93660,93660,climbing,panda,31
93680,93680,woman,guitar,105
93685,93685,man,throws,60
93829,93829,TWO,ARE,49
93933,93933,zebras,are,64
93979,93979,lady,riding,49
93989,93989,is,blender,42
94133,94133,lifts,man,65
94253,94253,girl,talking,90
94300,94300,field,running,40
94380,94380,cutting,tree,35
94657,94657,woman,bottle,45
94675,94675,fishing,man,62
94739,94739,man,pan,264
94863,94863,shoots,man,124
94882,94882,woman,chopping,211
94894,94894,man,rifle,65
94938,94938,is,scooter,76
94979,94979,are,boxing,61
95099,95099,man,podium,32
95248,95248,cutting,broccoli,40
95436,95436,dish,anyone,33
95480,95480,flying,is,174
95562,95562,beach,man,105
95635,95635,man,talks,63
95840,95840,woods,is,66
95887,95887,TV,watching,33
95926,95926,blowing,man,45
95927,95927,phone,baby,37
96032,96032,car,being,36
96052,96052,is,microphone,111
96184,96184,bear,polar,136
96201,96201,women,dance,53
96232,96232,kicks,soccer,40
96310,96310,putting,person,48
96338,96338,get,cat,33
96359,96359,is,rope,211
96360,96360,down,walks,38
96367,96367,box,is,239
96397,96397,is,soup,51
96412,96412,is,touching,36
96451,96451,talking,her,35
96636,96636,are,cutting,35
96657,96657,landing,is,66
96666,96666,man,garlic,96
96717,96717,walking,are,364
96722,96722,player,basketball,62
96745,96745,man,using,255
96764,96764,man,instrument,72
96784,96784,deer,fence,35
96837,96837,grass,walking,66
96841,96841,make-up,is,31
96902,96902,man,room,77
96998,96998,woman,broccoli,49
97095,97095,is,butter,188
97110,97110,soccer,player,91
97318,97318,cooking,lady,47
97344,97344,woman,pool,33
97360,97360,sword,man,166
97435,97435,guitar,feet,43
97446,97446,playing,sitting,72
97523,97523,man,laptop,40
97603,97603,girl,walking,39
97750,97750,bread,butter,87
97881,97881,her,cooking,47
98010,98010,peeled,man,36
98066,98066,diving,water,36
98127,98127,man,poured,77
98173,98173,mixing,something,42
98254,98254,man,chicken,236
98284,98284,running,is,976
98348,98348,girl,jumping,47
98418,98418,cutting,pepper,43
98540,98540,person,driving,46
98581,98581,meat,pan,74
98629,98629,person,vegetables,71
98728,98728,cake,man,32
98736,98736,slicing,onions,62
98769,98769,OF,THE,45
98840,98840,call,phone,45
98871,98871,guitar,boy,209
99590,99590,cat,board,35
99597,99597,drinking,milk,85
99796,99796,ball,rice,32
99856,99856,is,apart,33
100126,100126,man,board,142
100242,100242,lady,eggs,47
100246,100246,is,together,44
100268,100268,dancing,front,55
100317,100317,ball,kicking,82
100348,100348,someone,'s,39
100393,100393,oil,pouring,105
100435,100435,potato,woman,261
100496,100496,man,fighting,49
100553,100553,is,open,111
100668,100668,walking,animal,35
100796,100796,watching,are,52
100821,100821,dog,off,40
100883,100883,paper,sword,37
100915,100915,woman,back,60
101106,101106,is,grating,67
101217,101217,is,asleep,50
101396,101396,flute,is,414
101439,101439,camera,is,115
101514,101514,is,strawberries,31
101544,101544,down,sidewalk,48
101555,101555,bowl,put,35
101607,101607,is,bottle,90
101754,101754,man,kind,45
101876,101876,put,lady,46
101890,101890,is,wrapping,34
101919,101919,lady,doing,47
102083,102083,dog,trying,103
102159,102159,are,trying,31
102188,102188,boy,kicking,43
102269,102269,baby,bed,32
102277,102277,anyone,making,34
102411,102411,trampoline,is,41
102416,102416,reading,man,81
102417,102417,cat,'s,133
102695,102695,playing,flute,445
102730,102730,onions,pan,34
102842,102842,mowing,man,41
102867,102867,instrument,man,72
102881,102881,doing,bicycle,33
102917,102917,added,pot,32
102965,102965,dogs,playing,61
103131,103131,bread,man,332
103150,103150,soccer,boy,48
103166,103166,are,women,516
103199,103199,ingredients,woman,110
103316,103316,tortilla,cheese,34
103442,103442,Someone,pot,106
103480,103480,is,pepper,144
103507,103507,are,Baby,39
103528,103528,laughing,is,196
103599,103599,woman,leaves,40
103618,103618,are,having,35
103772,103772,woman,chop,54
103821,103821,folding,is,92
104207,104207,vegetables,slicing,54
104323,104323,playing,feet,36
104424,104424,outside,is,123
104508,104508,woman,kichen,33
104622,104622,eye,woman,90
104640,104640,mixing,is,416
104707,104707,man,seated,72
104734,104734,food,lady,51
104813,104813,man,dogs,49
104823,104823,basketball,playing,91
104825,104825,parrot,is,48
104852,104852,is,trumpet,97
105022,105022,'s,woman,192
105109,105109,are,cage,32
105291,105291,are,wood,31
105303,105303,key,is,31
105334,105334,box,cat,187
105399,105399,walking,cat,123
105406,105406,is,cooking,867
105409,105409,person,tomato,73
105481,105481,paw,is,52
105562,105562,person,guitar,42
105567,105567,ball,boy,133
105595,105595,baby,man,39
105622,105622,actor,is,34
105859,105859,milk,drinking,85
105866,105866,rope,man,181
105897,105897,is,food,648
105928,105928,playing,violin,193
105952,105952,dog,grass,31
106056,106056,front,man,118
106158,106158,man,knives,35
106245,106245,rabbit,rabbit,32
106335,106335,horse,running,31
106355,106355,woman,boiling,67
106379,106379,playing,music,203
106400,106400,pot,vegetables,48
106402,106402,plays,dog,46
106406,106406,is,»,46
106437,106437,cracks,woman,47
106497,106497,carrot,is,286
106693,106693,dog,running,201
106713,106713,is,along,113
106732,106732,boy,piano,153
106833,106833,walking,woman,200
106879,106879,weight,lifting,32
106950,106950,is,truck,75
106971,106971,herbs,is,47
107061,107061,cutting,grass,44
107188,107188,are,Women,129
107202,107202,women,are,516
107214,107214,dancing,women,199
107224,107224,Someone,stirring,64
107234,107234,is,scissors,79
107374,107374,being,baby,49
107490,107490,riding,horse,1196
107713,107713,woman,boy,33
107749,107749,cut,half,37
107768,107768,girls,is,34
107898,107898,'s,hands,38
107977,107977,water,filling,73
108003,108003,slicing,bread,150
108131,108131,is,lawn,48
108373,108373,is,loris,103
108398,108398,is,cage,50
108518,108518,man,shotgun,32
108595,108595,soccer,field,40
108621,108621,spraying,water,32
108661,108661,performing,band,80
108670,108670,»,is,46
108705,108705,treadmill,is,48
108709,108709,boxing,are,61
108735,108735,dog,walks,49
108836,108836,pouring,liquid,57
108888,108888,ball,goal,53
108961,108961,is,coffee,48
108997,108997,egg,person,35
109005,109005,man,outside,81
109015,109015,man,door,75
109274,109274,puts,person,61
109283,109283,mowing,is,46
109429,109429,ingredients,person,44
109893,109893,back,man,204
109958,109958,is,microwave,44
110083,110083,drink,is,43
110119,110119,rat,eating,34
110206,110206,going,is,189
110320,110320,are,boys,271
110392,110392,trumpet,playing,104
110418,110418,dancing,song,44
110431,110431,woman,pouring,139
110434,110434,board,man,142
110463,110463,ice,is,132
110486,110486,snow,is,113
110590,110590,is,combing,57
110685,110685,pineapple,cutting,40
110687,110687,glass,is,132
110763,110763,eyebrows,her,39
110892,110892,feet,is,72
110970,110970,off,board,31
110981,110981,fat,is,91
110993,110993,road,down,220
111011,111011,is,exercising,156
111081,111081,face,is,184
111087,111087,are,cars,39
111205,111205,is,cigarette,51
111300,111300,baby,person,36
111346,111346,man,swimming,69
111365,111365,loris,is,103
111479,111479,keyboard,plays,43
111619,111619,off,jumping,39
111704,111704,cat,playing,635
111740,111740,doing,lady,47
111897,111897,bed,baby,32
111945,111945,man,stairs,96
112019,112019,player,is,87
112065,112065,bread,person,77
112218,112218,woman,butter,40
112255,112255,air,plane,41
112265,112265,person,cutting,504
112289,112289,deer,is,78
112576,112576,eating,dog,74
112584,112584,is,cake,118
112635,112635,teeth,boy,37
112665,112665,man,escalator,34
112709,112709,potato,cuts,35
112739,112739,is,tearing,47
112791,112791,woman,using,104
112881,112881,is,jumping,479
112984,112984,showing,woman,32
113005,113005,is,bubble,78
113037,113037,cuts,piece,58
113132,113132,is,card,71
113165,113165,fence,deer,35
113467,113467,beach,woman,58
113485,113485,food,woman,158
113530,113530,bridge,boy,37
113608,113608,carrot,man,97
113704,113704,boy,bridge,37
113736,113736,woman,food,158
113754,113754,frog,water,31
113759,113759,animal,walking,35
113822,113822,football,is,82
113974,113974,motorcycle,riding,236
114009,114009,onion,peeling,51
114028,114028,is,hit,55
114085,114085,is,mother,38
114104,114104,goal,player,62
114139,114139,man,crying,40
114210,114210,beach,girl,34
114254,114254,television,is,53
114546,114546,riding,car,51
114658,114658,balloons,dog,32
114744,114744,half,cuts,48
114765,114765,soccer,are,106
114824,114824,woman,pork,97
114930,114930,girl,boy,147
114940,114940,kneading,dough,53
114961,114961,man,snake,64
115099,115099,pushing,car,66
115170,115170,chased,being,32
115258,115258,water,sink,69
115348,115348,computer,man,47
115447,115447,is,cub,45
115454,115454,biting,is,121
115750,115750,are,performing,89
115769,115769,person,pieces,94
115771,115771,while,woman,130
115782,115782,is,tricks,106
115841,115841,removing,man,55
115920,115920,woman,bread,34
116029,116029,baby,cat,79
116030,116030,loris,slow,63
116138,116138,along,man,65
116342,116342,something,someone,55
116469,116469,butter,bowl,32
116673,116673,cigarette,is,51
116810,116810,slicing,carrots,56
116925,116925,woman,bubble,59
117014,117014,throwing,is,113
117027,117027,is,trick,66
117052,117052,batter,is,78
117186,117186,person,puts,61
117213,117213,package,man,49
117282,117282,combing,hair,64
117344,117344,boy,trying,38
117400,117400,is,climbing,243
117436,117436,baby,plays,37
117559,117559,cook,is,202
117578,117578,bubble,girl,35
117797,117797,is,shoe,35
117951,117951,flowers,is,49
118004,118004,is,turning,36
118192,118192,man,is,14800
118194,118194,is,watering,32
118205,118205,woman,pieces,157
118322,118322,is,nails,38
118328,118328,pours,sauce,49
118350,118350,placing,person,31
118425,118425,is,across,164
118734,118734,wings,man,32
118817,118817,man,lifting,221
118904,118904,IS,THE,356
118975,118975,field,is,152
119107,119107,man,fat,36
119222,119222,man,horses,35
119276,119276,preparing,someone,46
119409,119409,forth,back,48
119486,119486,man,face,97
119544,119544,skin,woman,50
119555,119555,speech,is,41
119771,119771,dogs,are,127
119887,119887,man,pours,107
120004,120004,jump,man,35
120055,120055,running,man,354
120128,120128,cucumber,slicing,90
120238,120238,game,playing,133
120477,120477,knife,piece,33
120645,120645,dirt,bike,32
120751,120751,road,walking,60
120821,120821,showing,make,86
120849,120849,cupcake,is,39
120895,120895,scene,movie,52
120903,120903,is,forest,65
120931,120931,is,chicken,384
121002,121002,is,table,149
121144,121144,using,man,255
121163,121163,wood,man,135
121352,121352,woman,apple,32
121449,121449,onion,knife,64
121473,121473,boy,violin,52
121475,121475,down,man,686
121511,121511,lawn,man,40
121555,121555,are,girls,366
121727,121727,cat,trampoline,34
121806,121806,violin,boy,52
121846,121846,rock,man,38
121910,121910,walking,pool,32
121933,121933,her,brush,38
121940,121940,lady,vegetable,40
122043,122043,ball,player,93
122098,122098,boy,one,39
122143,122143,is,pork,110
122243,122243,'s,licking,46
122263,122263,'s,back,47
122353,122353,Someone,putting,85
122356,122356,men,are,1045
122379,122379,is,mixture,82
122426,122426,is,filling,80
122442,122442,cubes,is,37
122488,122488,woman,walking,200
122599,122599,riding,girl,257
122665,122665,blue,is,54
122716,122716,finger,person,42
122744,122744,pasta,is,108
122810,122810,road,along,32
122858,122858,is,tofu,62
122894,122894,climbing,rock,57
122911,122911,is,slices,161
122995,122995,girls,group,40
123029,123029,is,pig,44
123066,123066,shoots,gun,32
123068,123068,seated,guitar,36
123080,123080,cricket,are,63
123195,123195,cut,paper,32
123262,123262,kichen,man,272
123325,123325,boy,boy,122
123375,123375,play,is,55
123461,123461,is,cutting,2391
123564,123564,licking,is,225
123625,123625,rolling,man,35
123941,123941,is,steps,37
124018,124018,Children,are,87
124026,124026,boy,while,31
124146,124146,ball,foot,34
124157,124157,mouth,'s,37
124177,124177,lady,'s,31
124223,124223,plays,girl,40
124274,124274,playing,lion,32
124313,124313,is,building,45
124357,124357,teams,playing,42
124466,124466,firing,gun,65
124633,124633,man,One,60
124688,124688,cricket,man,35
124847,124847,vegetables,man,87
124882,124882,helicopter,is,43
124921,124921,wood,cutting,54
125014,125014,is,trampoline,41
125060,125060,man,juice,74
125117,125117,dance,is,75
125135,125135,riding,guy,43
125209,125209,cutting,chicken,67
125249,125249,puppy,trying,38
125349,125349,keyboards,playing,31
125362,125362,EATING,IS,31
125382,125382,dough,rolling,86
125464,125464,head,is,197
125498,125498,is,pizza,169
125501,125501,skating,ice,34
125578,125578,car,down,113
125628,125628,are,sitting,102
125652,125652,playing,instruments,39
125716,125716,is,tapping,43
125832,125832,is,placing,136
125897,125897,cigarette,woman,32
125907,125907,gun,shoots,32
125950,125950,ARE,TWO,49
125971,125971,are,watching,52
126108,126108,swimming,water,82
126355,126355,baby,holding,49
126356,126356,man,frog,46
126417,126417,bowl,pouring,106
126455,126455,eating,cupcake,37
126512,126512,water,girl,74
126514,126514,motorcycle,are,45
126793,126793,something,eating,121
126833,126833,eating,food,248
126877,126877,squeezing,is,39
127013,127013,nails,her,33
127207,127207,water,jumping,82
127217,127217,is,finger,151
127221,127221,rice,woman,93
127251,127251,eating,piece,39
127257,127257,woman,beach,58
127291,127291,pole,is,42
127314,127314,music,playing,203
127414,127414,is,anyone,56
127428,127428,man,pitcher,41
127590,127590,man,throwing,92
127611,127611,car,driving,347
127630,127630,lemon,woman,68
127648,127648,toy,playing,137
127805,127805,carrot,pieces,35
127890,127890,bowl,flour,35
127904,127904,something,doing,125
127923,127923,cutting,slices,68
127970,127970,vegetables,is,227
128003,128003,man,exercises,45
128078,128078,wagging,dog,70
128189,128189,make,is,167
128202,128202,¿,¿,60
128445,128445,cuts,off,39
128608,128608,octopus,is,35
128898,128898,person,knife,142
129023,129023,flour,mixing,63
129055,129055,baby,food,39
129079,129079,baby,crying,51
129135,129135,playing,pool,55
129198,129198,bike,driving,34
129206,129206,scores,goal,31
129258,129258,is,drawing,152
129345,129345,man,wall,108
129350,129350,put,is,37
129361,129361,standing,front,41
129378,129378,rides,woman,81
129429,129429,stick,dog,54
129539,129539,is,sheet,58
129585,129585,sauce,person,44
129645,129645,edge,is,41
129980,129980,bowl,stirring,48
130037,130037,slicing,off,31
130113,130113,woman,exercises,32
130267,130267,is,gorilla,46
130417,130417,girl,dancing,239
130433,130433,smoking,is,93
130507,130507,is,back,287
130528,130528,box,playing,34
130550,130550,breaking,is,138
130574,130574,onion,cutting,200
130591,130591,Someone,pouring,98
130687,130687,dancing,boy,82
130713,130713,man,area,34
130975,130975,trying,get,77
131063,131063,is,container,113
131066,131066,walking,turtle,72
131070,131070,swimming,woman,79
131159,131159,woman,beef,36
131330,131330,down,escalator,31
131444,131444,woman,liquid,40
131472,131472,dog,plays,46
131585,131585,face,man,97
131677,131677,pan,water,81
131802,131802,her,hands,98
131894,131894,metal,is,32
131901,131901,plane,is,141
131933,131933,man,banana,138
131941,131941,pole,man,64
131965,131965,rope,girl,42
131998,131998,motorcycle,person,37
132077,132077,chops,woman,47
132106,132106,stick,is,92
132130,132130,slicing,pieces,110
132140,132140,coffee,is,48
132212,132212,taking,woman,91
132337,132337,playing,Baby,31
132553,132553,chops,man,65
132743,132743,is,bed,193
132797,132797,is,machine,139
132839,132839,motorcycle,Someone,34
132849,132849,off,person,66
132970,132970,Someone,bread,39
132993,132993,playing,women,35
133060,133060,tomato,cutting,77
133128,133128,woman,woman,94
133169,133169,man,tying,31
133339,133339,doing,stunt,46
133347,133347,axe,man,62
133351,133351,along,road,32
133357,133357,are,cubs,41
133387,133387,putting,water,67
133406,133406,sauce,woman,33
133529,133529,adding,person,72
133578,133578,smelling,is,32
133671,133671,man,scooter,87
133675,133675,cloves,garlic,38
133918,133918,walking,bridge,31
133962,133962,spreading,man,55
133973,133973,is,bell,35
133984,133984,sauce,tomato,61
134036,134036,woman,puts,126
