,id,label,modularity_class
2238,member,member,NN
2239,scores,scores,NNS
2240,onlookers,onlookers,NNS
2241,manage,manage,NN
2242,shoulders,shoulders,NNS
2243,toss,toss,NN
2244,pom,pom,NN
2245,poms,poms,NNS
2246,pompoms,pompoms,NNS
2247,windows,windows,NNS
2248,upwards,upwards,NNS
2249,cheerleaders,cheerleaders,NNS
2250,cheer,cheer,NN
2251,pompons,pompons,NNS
2252,Cheerleaders,Cheerleaders,NNS
2253,butts,butts,NN
2254,pom-poms,pom-poms,NNS
2255,unison,unison,NN
2256,pop,pop,NN
2257,thoughts,thoughts,NNS
2258,views,views,NNS
2259,accent,accent,NN
2260,hair,hair,NN
2261,japaness,japaness,NN
2262,tongs,tongs,NNS
2263,broth,broth,NN
2264,sources,sources,NNS
2265,co,co,NN
2266,shadows,shadows,NNS
2267,Dancers,Dancers,NNS
2268,vikram,vikram,NN
2269,troupe,troupe,NN
2270,sync,sync,NN
2271,awesome,awesome,NN
2272,dockyard,dockyard,NN
2273,oru,oru,NN
2274,maalai,maalai,NN
2275,ghajini,ghajini,NN
2276,surya,surya,NN
2277,gajini,gajini,NN
2278,ship,ship,NN
2279,banana,banana,NN
2280,tip,tip,NN
2281,opening,opening,NN
2282,chihuahua,chihuahua,NN
2283,otehr,otehr,NN
2284,shit,shit,NN
2285,downside,downside,NN
2286,mischieves,mischieves,NNS
2287,mummy,mummy,NN
2288,Urination,Urination,NN
2289,tool,tool,NN
2290,hammer,hammer,NN
2291,spike,spike,NN
2292,pick,pick,NN
2293,axe,axe,NN
2294,ax,ax,NN
2295,sledgehammer,sledgehammer,NN
2296,sledge,sledge,NN
2297,smasher,smasher,NN
2298,bits,bits,NNS
2299,pickaxe,pickaxe,NN
2300,individuals,individuals,NNS
2301,fashion,fashion,NN
2302,gym,gym,NN
2303,aerobic,aerobic,NN
2304,girs,girs,NNS
2305,jeep,jeep,NN
2306,drive,drive,NN
2307,jeep..,jeep..,NN
2308,Ennai,Ennai,NN
2309,angles,angles,NNS
2310,jyothika,jyothika,NN
2311,builder,builder,NN
2312,barbell,barbell,NN
2313,lifter,lifter,NN
2314,level,level,NN
2315,bent,bent,NN
2316,elbows,elbows,NNS
2317,wheight,wheight,NN
2318,lifting,lifting,NN
2319,Body,Body,NN
2320,violon,violon,NN
2321,violine,violine,NN
2322,chithra,chithra,NN
2323,paadariyen,paadariyen,NN
2324,songs,songs,NNS
2325,mic,mic,NN
2326,eyebrows,eyebrows,NNS
2327,brush,brush,NN
2328,brows,brows,NNS
2329,paints,paints,NNS
2330,colour,colour,NN
2331,brow,brow,NN
2332,thickener,thickener,NN
2333,abrow,abrow,NN
2334,swinging,swinging,NN
2335,suspension,suspension,NN
2336,ropes,ropes,NNS
2337,support,support,NN
2338,brave,brave,NN
2339,tv,tv,NN
2340,showroom,showroom,NN
2341,ery,ery,NN
2342,viewing,viewing,NN
2343,roped,roped,NN
2344,life,life,NN
2345,jacket,jacket,NN
2346,boarding,boarding,NN
2347,skis,skis,NN
2348,scating,scating,NN
2349,havasu,havasu,NN
2350,water-skies,water-skies,NNS
2351,scence,scence,NN
2352,flagpole,flagpole,NN
2353,flag,flag,NN
2354,chasing,chasing,NN
2355,attempt,attempt,NN
2356,piller,piller,NN
2357,pillar,pillar,NN
2358,tail,tail,NN
2359,stair,stair,NN
2360,edges,edges,NNS
2361,pupply,pupply,NN
2362,downstairs,downstairs,NNS
2363,cameraman,cameraman,NN
2364,joy,joy,NN
2365,mirror,mirror,NN
2366,reflection,reflection,NN
2367,sugar,sugar,NN
2368,batch,batch,NN
2369,chep,chep,NN
2370,peter,peter,NN
2371,vamos,vamos,NN
2372,haunches,haunches,NNS
2373,retriever,retriever,NN
2374,speaks,speaks,NNS
2375,nothing,nothing,NN
2376,gravel,gravel,NN
2377,doggy,doggy,NN
2378,look-out,look-out,NN
2379,railroad,railroad,NN
2380,tracks,tracks,NNS
2381,dag,dag,NN
2382,lebrador,lebrador,NN
2383,wagging,wagging,NN
2384,shout,shout,NN
2385,grape,grape,NN
2386,cigarette,cigarette,NN
2387,fridze,fridze,NN
2388,cirgeate,cirgeate,NN
2389,knive,knive,NN
2390,branch,branch,NN
2391,log,log,NN
2392,trunk,trunk,NN
2393,machete,machete,NN
2394,Wood,Wood,NN
2395,materials,materials,NNS
2396,someones,someones,NNS
2397,limb,limb,NN
2398,Logs,Logs,NNS
2399,explodes,explodes,NNS
2400,across,across,NN
2401,commanders,commanders,NNS
2402,mission,mission,NN
2403,bomb,bomb,NN
2404,explosion,explosion,NN
2405,headset,headset,NN
2406,shotgun,shotgun,NN
2407,ans,ans,NNS
2408,auto,auto,NN
2409,bi-cycle,bi-cycle,NN
2410,bus,bus,NN
2411,move,move,NN
2412,village,village,NN
2413,message,message,NN
2414,lover,lover,NN
2415,railway,railway,NN
2416,compartments,compartments,NNS
2417,stirs,stirs,NNS
2418,stirring,stirring,NN
2419,ingrediants,ingrediants,NNS
2420,lad,lad,NN
2421,corn,corn,NN
2422,tondon,tondon,NNS
2423,meet,meet,NN
2424,fries,fries,NNS
2425,cubing,cubing,NN
2426,cheff,cheff,NN
2427,recipes,recipes,NNS
2428,PROCESS,PROCESS,NN
2429,jute,jute,NN
2430,fibers,fibers,NNS
2431,twine,twine,NN
2432,wad,wad,NN
2433,flames,flames,NNS
2434,sets,sets,NNS
2435,material,material,NN
2436,flame,flame,NN
2437,straw,straw,NN
2438,Twine,Twine,NN
2439,tinder,tinder,NN
2440,threads,threads,NNS
2441,handicraft,handicraft,NN
2442,fiber,fiber,NN
2443,lit,lit,NN
2444,stairway,stairway,NN
2445,Nantes,Nantes,NNS
2446,stairwell,stairwell,NN
2447,cave,cave,NN
2448,cavern,cavern,NN
2449,apartment,apartment,NN
2450,meeting,meeting,NN
2451,week,week,NN
2452,moving,moving,NN
2453,fin,fin,NN
2454,dolphine,dolphine,NN
2455,dinosares,dinosares,NNS
2456,dolpin,dolpin,NN
2457,dolphins,dolphins,NNS
2458,Animals,Animals,NNS
2459,city,city,NN
2460,measuring,measuring,NN
2461,beans,beans,NNS
2462,spice,spice,NN
2463,tablespoon,tablespoon,NN
2464,gravy,gravy,NN
2465,condiments,condiments,NNS
2466,hoe,hoe,NN
2467,convertible,convertible,NN
2468,buggy,buggy,NN
2469,fender,fender,NN
2470,bumper,bumper,NN
2471,thief,thief,NN
2472,Thief,Thief,NN
2473,abuse,abuse,NN
2474,foodstuff,foodstuff,NN
2475,biscuit,biscuit,NN
2476,kamaboko,kamaboko,NNS
2477,cookie,cookie,NN
2478,cakes,cakes,NNS
2479,japanees,japanees,NNS
2480,carefully.,carefully.,NN
2481,Demonstration,Demonstration,NN
2482,SLICING,SLICING,NN
2483,harem,harem,NN
2484,contestants,contestants,NNS
2485,noise,noise,NN
2486,t.v,t.v,NN
2487,styles,styles,NNS
2488,public,public,NN
2489,flower,flower,NN
2490,roots,roots,NNS
2491,sunflowers,sunflowers,NNS
2492,Sunflowers,Sunflowers,NNS
2493,bureau,bureau,NN
2494,sailboat,sailboat,NN
2495,motorboat,motorboat,NN
2496,sails,sails,NNS
2497,yatch,yatch,NN
2498,sailing,sailing,NN
2499,bicycle..,bicycle..,NN
2500,clung,clung,NN
2501,neck,neck,NN
2502,CYCLE,CYCLE,NN
2503,caught,caught,NN
2504,hedges,hedges,NNS
2505,yogurt,yogurt,NN
2506,stuck,stuck,NN
2507,unstuck,unstuck,NN
2508,Photojournalist,Photojournalist,NN
2509,right,right,NN
2510,index,index,NN
2511,caretaker,caretaker,NN
2512,bbaby,bbaby,NN
2513,bass,bass,NN
2514,jazz,jazz,NN
2515,hasan,hasan,NN
2516,learner,learner,NN
2517,Dance,Dance,NN
2518,Artist,Artist,NN
2519,STUDENT,STUDENT,NN
2520,flashes,flashes,NNS
2521,bowing,bowing,NN
2522,switches,switches,NNS
2523,wombat,wombat,NN
2524,strolls,strolls,NNS
2525,patch,patch,NN
2526,woodchuck,woodchuck,NN
2527,LAND,LAND,NN
2528,knelt,knelt,NN
2529,rugby,rugby,NN
2530,TWO,TWO,NN
2531,PLAYERS,PLAYERS,NNS
2532,practising,practising,NN
2533,session,session,NN
2534,skeleton,skeleton,NN
2535,puppet,puppet,NN
2536,ventriloquy,ventriloquy,NNS
2537,ventriloquist,ventriloquist,NN
2538,puppeteer,puppeteer,NN
2539,dummy,dummy,NN
2540,laughter,laughter,NN
2541,ventriloquest,ventriloquest,NN
2542,ventriloquism,ventriloquism,NN
2543,gadget,gadget,NN
2544,skelton,skelton,NN
2545,bones,bones,NNS
2546,teenager,teenager,NN
2547,press,press,NN
2548,excersise,excersise,NN
2549,sleeping,sleeping,NN
2550,indoors,indoors,NNS
2551,wax,wax,NN
2552,apples,apples,NNS
2553,playhouse,playhouse,NN
2554,entrance,entrance,NN
2555,kennel,kennel,NN
2556,doghouse,doghouse,NN
2557,process,process,NN
2558,vinegar,vinegar,NN
2559,tape,tape,NN
2560,Mail,Mail,NN
2561,tapes,tapes,NNS
2562,pakage,pakage,NN
2563,parcel,parcel,NN
2564,switchblade,switchblade,NN
2565,Process,Process,NN
2566,cardboard,cardboard,NN
2567,scales,scales,NNS
2568,fillets,fillets,NNS
2569,ease,ease,NN
2570,Fish,Fish,NN
2571,scrapes,scrapes,NNS
2572,puppies,puppies,NNS
2573,shoe,shoe,NN
2574,chew,chew,NN
2575,bulldogs,bulldogs,NNS
2576,Puppies,Puppies,NNS
2577,tow,tow,NN
2578,pounce,pounce,NN
2579,PUPPIES,PUPPIES,NNS
2580,barrel,barrel,NN
2581,garbage,garbage,NN
2582,ak47,ak47,NN
2583,firing,firing,NN
2584,ak-47,ak-47,NN
2585,cancy,cancy,NN
2586,chocklate,chocklate,NN
2587,choclate,choclate,NN
2588,candy,candy,NN
2589,chocolates,chocolates,NNS
2590,seating,seating,NN
2591,kidd,kidd,NN
2592,lengthwise,lengthwise,NN
2593,scissors,scissors,NNS
2594,scissor,scissor,NN
2595,sissors,sissors,NNS
2596,shapes,shapes,NNS
2597,pepars,pepars,NNS
2598,fold,fold,NN
2599,slab,slab,NN
2600,pinneapple,pinneapple,NN
2601,portions,portions,NNS
2602,ledy,ledy,NN
2603,fruite,fruite,NN
2604,pulp,pulp,NN
2605,hallway,hallway,NN
2606,pictures,pictures,NNS
2607,modeling,modeling,NN
2608,skirt,skirt,NN
2609,heels,heels,NNS
2610,photographs,photographs,NN
2611,poses,poses,NNS
2612,photo,photo,NN
2613,photograph,photograph,NN
2614,dream,dream,NN
2615,models,models,NNS
2616,pics,pics,NNS
2617,go,go,NN
2618,swimmers,swimmers,NNS
2619,beachgoers,beachgoers,NNS
2620,see,see,NN
2621,Tourist,Tourist,NN
2622,sea1,sea1,NN
2623,relaxes,relaxes,NN
2624,stream,stream,NN
2625,pond,pond,NN
2626,riverbed,riverbed,NN
2627,leaping,leaping,NN
2628,wake,wake,NN
2629,kanavu,kanavu,NN
2630,prabhu,prabhu,NN
2631,khajol,khajol,NN
2632,chanal,chanal,NN
2633,cue,cue,NN
2634,vampire,vampire,NN
2635,stake,stake,NN
2636,scallions,scallions,NNS
2637,leek,leek,NN
2638,shallot,shallot,NN
2639,oasis,oasis,NN
2640,torso,torso,NN
2641,programme,programme,NN
2642,rhythm,rhythm,NN
2643,succession,succession,NN
2644,topic,topic,NN
2645,explanation,explanation,NN
2646,teenage,teenage,NN
2647,prom,prom,NN
2648,T-shirt,T-shirt,NN
2649,diner,diner,NN
2650,booth,booth,NN
2651,waiter,waiter,NN
2652,restuarant,restuarant,NN
2653,snacks,snacks,NNS
2654,parts,parts,NNS
2655,inspector,inspector,NN
2656,emerges,emerges,NNS
2657,speaker,speaker,NN
2658,podium,podium,NN
2659,lecture,lecture,NN
2660,dais,dais,NN
2661,spoke,spoke,NN
2662,speach,speach,NN
2663,institute,institute,NN
2664,lectern,lectern,NN
2665,lecturn,lecturn,NN
2666,auditorium,auditorium,NN
2667,conference,conference,NN
2668,tomatoe,tomatoe,NN
2669,interview,interview,NN
2670,guiter,guiter,NN
2671,guittier,guittier,NNS
2672,television,television,NN
2673,boomika,boomika,NN
2674,points,points,NNS
2675,shopping,shopping,NN
2676,mall,mall,NN
2677,aisle,aisle,NN
2678,shop,shop,NN
2679,aisles,aisles,NNS
2680,icing,icing,NN
2681,fudge,fudge,NN
2682,chocolaty,chocolaty,NN
2683,consistency,consistency,NN
2684,MIXING,MIXING,NN
2685,CHOCOLATE,CHOCOLATE,NN
2686,whilst,whilst,NN
2687,syrup,syrup,NN
2688,Somone,Somone,NN
2689,voice,voice,NN
2690,goodÔ,goodÔ,NN
2691,van,van,NN
2692,goalie,goalie,NN
2693,save,save,NN
2694,goalkeeper,goalkeeper,NN
2695,duvet,duvet,NN
2696,sleep,sleep,NN
2697,LADY,LADY,NN
2698,goto,goto,NN
2699,MORNING,MORNING,NN
2700,Food,Food,NN
2701,garlick,garlick,NN
2702,slicing,slicing,NN
2703,Animation,Animation,NN
2704,trapeze,trapeze,NN
2705,T,T,NN
2706,character,character,NN
2707,circus,circus,NN
2708,animatin,animatin,NN
2709,hamsters,hamsters,NNS
2710,Hamsters,Hamsters,NNS
2711,vegetation,vegetation,NN
2712,leaf,leaf,NN
2713,lettuce,lettuce,NN
2714,arrow,arrow,NN
2715,lol,lol,NN
2716,celery,celery,NN
2717,rinds,rinds,NNS
2718,gerbils,gerbils,NNS
2719,Guinea,Guinea,NN
2720,rabbits,rabbits,NNS
2721,cantaloupe,cantaloupe,NN
2722,tendon,tendon,NN
2723,cantalope,cantalope,NN
2724,yam,yam,NN
2725,prone,prone,NN
2726,persecute,persecute,NN
2727,mid-air,mid-air,NN
2728,parachute,parachute,NN
2729,parachutist,parachutist,NN
2730,ictures,ictures,NNS
2731,parachuting,parachuting,NN
2732,helicoptor,helicoptor,NN
2733,parashout,parashout,NN
2734,para,para,NN
2735,eres,eres,NNS
2736,ases,ases,NNS
2737,con,con,NN
2738,tu,tu,NN
2739,musica,musica,NN
2740,debes,debes,NN
2741,cantante,cantante,NN
2742,seguirÔ,seguirÔ,NN
2743,jeniall,jeniall,NN
2744,sige,sige,NN
2745,asi,asi,NN
2746,Teenagers,Teenagers,NNS
2747,balcony,balcony,NN
2748,brace,brace,NN
2749,wandering,wandering,NN
2750,tails,tails,NNS
2751,left,left,NN
2752,pie,pie,NN
2753,kimi,kimi,NN
2754,courgettes,courgettes,NNS
2755,passes,passes,NNS
2756,neon,neon,NN
2757,cumin,cumin,NN
2758,spicy,spicy,NN
2759,teaspoon,teaspoon,NN
2760,herb,herb,NN
2761,coriander,coriander,NN
2762,Herbs,Herbs,NNS
2763,herbs/vegitables,herbs/vegitables,NNS
2764,chips,chips,NNS
2765,slowly,slowly,NN
2766,test,test,NN
2767,highway,highway,NN
2768,sQuba,sQuba,NN
2769,device,device,NN
2770,drives,drives,NNS
2771,Underwater,Underwater,NN
2772,husky,husky,NN
2773,pup,pup,NN
2774,response,response,NN
2775,sell,sell,NN
2776,cages,cages,NNS
2777,enclosures,enclosures,NNS
2778,barging,barging,NN
2779,sweeper,sweeper,NN
2780,carpet,carpet,NN
2781,vaccuum,vaccuum,NN
2782,vaccum,vaccum,NN
2783,mopping,mopping,NN
2784,want,want,NN
2785,broom,broom,NN
2786,pounces,pounces,NNS
2787,shrub,shrub,NN
2788,attack,attack,NN
2789,hiding,hiding,NN
2790,collection,collection,NN
2791,grabs,grabs,NNS
2792,shrimps,shrimps,NNS
2793,till,till,NN
2794,drip,drip,NN
2795,rack,rack,NN
2796,tempura,tempura,NN
2797,airport,airport,NN
2798,animation,animation,NN
2799,lands,lands,NNS
2800,landing,landing,NN
2801,descends,descends,NNS
2802,aeroplain,aeroplain,NN
2803,thats,thats,NNS
2804,matters,matters,NNS
2805,run-way,run-way,NN
2806,airliner,airliner,NN
2807,sideway,sideway,NN
2808,LENDING,LENDING,NN
2809,fishing,fishing,NN
2810,today,today,NN
2811,canine,canine,NN
2812,prowl,prowl,NN
2813,fights,fights,NNS
2814,pound,pound,NN
2815,soldier,soldier,NN
2816,english,english,NN
2817,sucess,sucess,NN
2818,cinema,cinema,NN
2819,lorry,lorry,NN
2820,carnival,carnival,NN
2821,coaster,coaster,NN
2822,ranks,ranks,NNS
2823,rollercoaster,rollercoaster,NN
2824,amusement,amusement,NN
2825,rolercoaster,rolercoaster,NN
2826,speeds,speeds,NNS
2827,loops,loops,NNS
2828,wimp,wimp,NN
2829,giggling,giggling,NN
2830,mattress,mattress,NN
2831,babby,babby,NN
2832,laughs,laughs,NN
2833,confetti,confetti,NNS
2834,petals,petals,NNS
2835,strings,strings,NNS
2836,festival,festival,NN
2837,kerala,kerala,NN
2838,drops,drops,NNS
2839,clothings,clothings,NNS
2840,sprinkles,sprinkles,NNS
2841,bats,bats,NNS
2842,Fight,Fight,NN
2843,cocker,cocker,NN
2844,spaniel,spaniel,NN
2845,fiating,fiating,NN
2846,alcohol,alcohol,NN
2847,cooks,cooks,NNS
2848,timeÔ,timeÔ,NN
2849,heat,heat,NN
2850,describe,describe,NN
2851,furry,furry,NN
2852,figure,figure,NN
2853,bites,bites,NNS
2854,critter,critter,NN
2855,bit,bit,NN
2856,someone'hand,someone'hand,NN
2857,eyed,eyed,NN
2858,liris,liris,NN
2859,bushbaby,bushbaby,NN
2860,gnaws,gnaws,NN
2861,stethoscope,stethoscope,NN
2862,injection,injection,NN
2863,doctor,doctor,NN
2864,breath,breath,NN
2865,heartbeat,heartbeat,NN
2866,tales,tales,NNS
2867,treatment,treatment,NN
2868,rate,rate,NN
2869,breathe,breathe,NN
2870,checkup,checkup,NN
2871,knees,knees,NNS
2872,smell,smell,NN
2873,crusts,crusts,NNS
2874,wheeling,wheeling,NN
2875,wreck,wreck,NN
2876,motorcylist,motorcylist,NN
2877,slips,slips,NNS
2878,stnat,stnat,NN
2879,crashing,crashing,NN
2880,stun,stun,NN
2881,pickup,pickup,NN
2882,while,while,NN
2883,strobe,strobe,NN
2884,rave,rave,NN
2885,vid,vid,NN
2886,morons,morons,NNS
2887,andÔ,andÔ,NN
2888,thanks,thanks,NNS
2889,kissing,kissing,NN
2890,alongwith,alongwith,NN
2891,countertop,countertop,NN
2892,tabletop,tabletop,NN
2893,wobbles,wobbles,NNS
2894,spun,spun,NN
2895,jakes,jakes,NNS
2896,spins,spins,NNS
2897,comparision,comparision,NN
2898,hardness,hardness,NN
2899,boiled,boiled,NNS
2900,sheaf,sheaf,NN
2901,laughing,laughing,NN
2902,cupcake,cupcake,NN
2903,mod,mod,NN
2904,coos,coos,NN
2905,giggles,giggles,NNS
2906,laugh,laugh,NN
2907,smiling,smiling,NN
2908,printing,printing,NN
2909,printer,printer,NN
2910,buttons,buttons,NNS
2911,output,output,NN
2912,watch,watch,NN
2913,pc,pc,NN
2914,comuper,comuper,NN
2915,PC,PC,NN
2916,copy,copy,NN
2917,copier,copier,NN
2918,calico,calico,NN
2919,print,print,NN
2920,operate,operate,NN
2921,fax,fax,NN
2922,dunk,dunk,NN
2923,tortoise,tortoise,NN
2924,turtle,turtle,NN
2925,lumbers,lumbers,NNS
2926,wrappers,wrappers,NNS
2927,nori,nori,NN
2928,wraps,wraps,NNS
2929,foils,foils,NNS
2930,scissors..,scissors..,NNS
2931,splashes,splashes,NNS
2932,fist,fist,NN
2933,muddy,muddy,NN
2934,wet,wet,NN
2935,underwater,underwater,NN
2936,swam,swam,NN
2937,kadhal,kadhal,NN
2938,desam,desam,NN
2939,thendrale,thendrale,NN
2940,vanilla,vanilla,NN
2941,extract,extract,NN
2942,extracts,extracts,NNS
2943,peper,peper,NN
2944,chalk,chalk,NN
2945,formula,formula,NN
2946,chalkboard,chalkboard,NN
2947,scientist,scientist,NN
2948,test-tube,test-tube,NN
2949,equation,equation,NN
2950,equations,equations,NNS
2951,wonmem,wonmem,NN
2952,blackboard,blackboard,NN
2953,cosmetic,cosmetic,NN
2954,chemistry,chemistry,NN
2955,teaching,teaching,NN
2956,pajamas,pajamas,NN
2957,GIRLS,GIRLS,NNS
2958,damsels,damsels,NNS
2959,cracks,cracks,NNS
2960,amlate,amlate,NN
2961,amlet,amlet,NN
2962,Egg,Egg,NN
2963,defination,defination,NN
2964,dill,dill,NN
2965,pickle,pickle,NN
2966,rodeo,rodeo,NN
2967,backs,backs,NNS
2968,harses,harses,NNS
2969,sametime,sametime,NN
2970,talents,talents,NNS
2971,micro,micro,NN
2972,noodels,noodels,NNS
2973,flesh,flesh,NN
2974,fer,fer,NN
2975,parents,parents,NNS
2976,dads,dads,NNS
2977,ass,ass,NN
2978,his..,his..,NN
2979,onroad,onroad,NN
2980,penguin,penguin,NN
2981,dolls,dolls,NNS
2982,figures,figures,NNS
2983,toys,toys,NNS
2984,figurines,figurines,NNS
2985,pins,pins,NNS
2986,seals,seals,NNS
2987,skittles,skittles,NNS
2988,penguins,penguins,NNS
2989,hay,hay,NN
2990,donkey,donkey,NN
2991,calf,calf,NN
2992,straw/grass,straw/grass,NN
2993,grazes,grazes,NN
2994,kitting,kitting,NN
2995,kitty,kitty,NN
2996,sneaker,sneaker,NN
2997,jar,jar,NN
2998,water-jug,water-jug,NN
2999,cucumver,cucumver,NN
3000,salald,salald,NNS
3001,stuffed,stuffed,NN
3002,toy-rabbit,toy-rabbit,NN
3003,spots,spots,NNS
3004,griddle,griddle,NN
3005,Pancakes,Pancakes,NNS
3006,ladles,ladles,NNS
3007,pancake,pancake,NN
3008,grittle,grittle,NN
3009,spoons,spoons,NNS
3010,gridle,gridle,NN
3011,dosas,dosas,NNS
3012,plater,plater,NN
3013,hotplate,hotplate,NN
3014,dinner,dinner,NN
3015,EXPLAINING,EXPLAINING,NN
3016,fast,fast,NN
3017,tava,tava,NN
3018,raining,raining,NN
3019,rainstorm,rainstorm,NN
3020,winds,winds,NNS
3021,Trees,Trees,NNS
3022,weether,weether,NN
3023,fall,fall,NN
3024,fury,fury,NN
3025,presentation,presentation,NN
3026,neat,neat,NN
3027,boards,boards,NNS
3028,chairs,chairs,NNS
3029,stacks,stacks,NNS
3030,tiles,tiles,NNS
3031,breaks,breaks,NNS
3032,bricks,bricks,NNS
3033,blade,blade,NN
3034,abdomen,abdomen,NNS
3035,flaming,flaming,NN
3036,shirtless,shirtless,NN
3037,planks,planks,NNS
3038,beams,beams,NNS
3039,saldier,saldier,NN
3040,beats,beats,NNS
3041,girlfriend,girlfriend,NN
3042,marshal,marshal,NN
3043,midsection,midsection,NN
3044,plank,plank,NN
3045,timbers,timbers,NNS
3046,ghost,ghost,NN
3047,fabric,fabric,NN
3048,devil,devil,NN
3049,sketch,sketch,NN
3050,tomatos,tomatos,NNS
3051,Tomatoes,Tomatoes,NNS
3052,cookery,cookery,NN
3053,aman,aman,NN
3054,paprikash,paprikash,NN
3055,tamato,tamato,NN
3056,angle,angle,NN
3057,attacker,attacker,NN
3058,fails,fails,NNS
3059,viewers,viewers,NNS
3060,foodball,foodball,NN
3061,policeman,policeman,NN
3062,offer,offer,NN
3063,news,news,NN
3064,officer,officer,NN
3065,cop,cop,NN
3066,condolences,condolences,NNS
3067,members,members,NNS
3068,law,law,NN
3069,reporters,reporters,NNS
3070,media,media,NNS
3071,update,update,NN
3072,Update,Update,NN
3073,statement,statement,NN
3074,crew,crew,NN
3075,journalists,journalists,NNS
3076,general,general,NN
3077,personnel,personnel,NN
3078,victims,victims,NNS
3079,crime,crime,NN
3080,champion,champion,NN
3081,underbrush,underbrush,NN
3082,catfish,catfish,NN
3083,stringer,stringer,NN
3084,fisher,fisher,NN
3085,besarnyer,besarnyer,NN
3086,pan**t,pan**t,NN
3087,huhuhuhu,huhuhuhu,NN
3088,planet,planet,NN
3089,plants,plants,NNS
3090,weeds,weeds,NNS
3091,fishes,fishes,NNS
3092,TEARING,TEARING,NN
3093,rear,rear,NN
3094,wheels,wheels,NNS
3095,backside,backside,NN
3096,eachother,eachother,NN
3097,runing,runing,NN
3098,story,story,NN
3099,creatures,creatures,NNS
3100,tubes,tubes,NNS
3101,monsters,monsters,NNS
3102,drama,drama,NN
3103,pirate,pirate,NN
3104,beast,beast,NN
3105,shouting,shouting,NN
3106,Seabeast,Seabeast,NN
3107,theatre,theatre,NN
3108,pICTURE,pICTURE,NN
3109,poultry,poultry,NN
3110,ingredient,ingredient,NN
3111,pears,pears,NNS
3112,christopher,christopher,NN
3113,deases,deases,NNS
3114,turkey,turkey,NN
3115,dresses,dresses,NNS
3116,flowery,flowery,NN
3117,partner,partner,NN
3118,designer,designer,NN
3119,gowns,gowns,NNS
3120,period,period,NN
3121,gifts,gifts,NNS
3122,racer,racer,NN
3123,desert,desert,NN
3124,dune,dune,NN
3125,zooms,zooms,NN
3126,dirtbike,dirtbike,NN
3127,crash,crash,NN
3128,SAND,SAND,NN
3129,byk,byk,NN
3130,bleeding,bleeding,NN
3131,motor-biker,motor-biker,NN
3132,hir,hir,NN
3133,dunes,dunes,NNS
3134,yummy,yummy,NN
3135,katsudon,katsudon,NN
3136,graden,graden,NN
3137,stumbles,stumbles,NNS
3138,jockey,jockey,NN
3139,hurdle,hurdle,NN
3140,claymation,claymation,NN
3141,version,version,NN
3142,Speed,Speed,NN
3143,neighborhood,neighborhood,NN
3144,mask,mask,NN
3145,demon,demon,NN
3146,jackson,jackson,NN
3147,album,album,NN
3148,michael,michael,NN
3149,mule,mule,NN
3150,Cartoons,Cartoons,NNS
3151,clay-mation,clay-mation,NN
3152,soda,soda,NN
3153,coke,coke,NN
3154,machines,machines,NNS
3155,vending,vending,NN
3156,cafeteria,cafeteria,NN
3157,unision,unision,NN
3158,outfit,outfit,NN
3159,benefits,benefits,NNS
3160,sports,sports,NNS
3161,amn,amn,NN
3162,footbal,footbal,NN
3163,techniques,techniques,NNS
3164,bathing,bathing,NN
3165,ankle,ankle,NN
3166,sunbather,sunbather,NN
3167,cock,cock,NN
3168,temperature,temperature,NN
3169,omelette,omelette,NN
3170,omlate,omlate,NN
3171,omlette,omlette,NN
3172,versatility,versatility,NN
3173,ommlette,ommlette,NN
3174,Crepes,Crepes,NNS
3175,Eggs,Eggs,NNS
3176,brother,brother,NN
3177,bays,bays,NNS
3178,glory,glory,NN
3179,son,son,NN
3180,bench,bench,NN
3181,seats,seats,NNS
3182,picnic,picnic,NN
3183,furniture,furniture,NN
3184,stripes,stripes,NNS
3185,sketepad,sketepad,NN
3186,Skateboard,Skateboard,NN
3187,skate,skate,NN
3188,scate,scate,NN
3189,Pepsi,Pepsi,NNS
3190,held,held,NN
3191,hid,hid,NN
3192,cords,cords,NNS
3193,wires,wires,NNS
3194,roap,roap,NN
3195,RUNNING,RUNNING,NN
3196,Trailor,Trailor,NN
3197,spirit,spirit,NN
3198,kalwe,kalwe,NNS
3199,TRAINING,TRAINING,NN
3200,hollywood,hollywood,NN
3201,pouch,pouch,NN
3202,fill,fill,NN
3203,sauces,sauces,NNS
3204,zip,zip,NN
3205,policewomen,policewomen,NNS
3206,karaoke,karaoke,NN
3207,officers,officers,NNS
3208,uniform,uniform,NN
3209,policers,policers,NNS
3210,Pranks,Pranks,NNS
3211,comedy,comedy,NN
3212,policepersons,policepersons,NNS
3213,Policemen,Policemen,NNS
3214,lessons,lessons,NNS
3215,policeofficers,policeofficers,NNS
3216,disco,disco,NN
3217,academy,academy,NN
3218,bedroom,bedroom,NN
3219,synchronization,synchronization,NN
3220,Ladies,Ladies,NNS
3221,robots,robots,NNS
3222,mannequins,mannequins,NNS
3223,adjustments,adjustments,NNS
3224,positions,positions,NNS
3225,gadgets,gadgets,NNS
3226,humans,humans,NNS
3227,share,share,NN
3228,Robots,Robots,NNS
3229,boll,boll,NN
3230,Roberts,Roberts,NNS
3231,butt,butt,NN
3232,robos,robos,NNS
3233,feelings,feelings,NNS
3234,humanoids,humanoids,NNS
3235,stachu,stachu,NN
